paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta;N2000;N60;NN;N43;LN
2150;2300910;Lohjanjärvi, Bällby;W;Vedenkorkeus;23.021;Lopetettu;1.8.1929;31.12.1989;Uusimaa;36;11;0;;
2151;2300930;Åkerfors, ala;W;Vedenkorkeus;23.012;Lopetettu;1.1.1938;31.12.1994;Uusimaa;36;11;0;;
2152;2400300;Koski, ylä;W;Vedenkorkeus;24.021;Lopetettu;1.1.1970;31.12.1987;Varsinais-Suomi;2505;2479;2467;;
2153;2400400;Koski, ala;W;Vedenkorkeus;24.012;Lopetettu;1.1.1963;31.10.1998;Varsinais-Suomi;1660;1634;1622;;
2155;2700100;Somero;W;Vedenkorkeus;27.032;Lopetettu;1.1.1963;31.12.1984;Varsinais-Suomi;8105;8078;;8068;
2323;4700310;Lappajärvi, Halkosaari;W;Vedenkorkeus;47.031;Lopetettu;16.2.1939;31.12.1963;Etelä-Pohjanmaa;6930;6890;6840;;
2325;4700410;Evijärvi, Kivisilta;W;Vedenkorkeus;47.021;Lopetettu;1.11.1932;30.4.1995;Etelä-Pohjanmaa;6105;6064;6030;;
2329;4900240;Halsuanjoki, Polso;W;Vedenkorkeus;49.032;Lopetettu;1.7.1978;30.6.1992;Keski-Pohjanmaa;11224;11185;;;
2331;4900400;Pelon silta;W;Vedenkorkeus;49.021;Lopetettu;1.1.1962;31.12.1982;Pohjanmaa;1664;1622;;1609;
2333;4900500;Perho;W;Vedenkorkeus;49.012;Lopetettu;1.1.1912;31.12.1981;Keski-Pohjanmaa;251;208;168;;
2335;5000400;Jatkojoki;W;Vedenkorkeus;50.001;Lopetettu;1.1.1930;29.2.1964;Keski-Pohjanmaa;251;208;168;;
2337;5100300;Kannus;W;Vedenkorkeus;51.021;Lopetettu;5.8.1910;31.5.1975;Keski-Pohjanmaa;3882;3840;3801;;
2339;5300100;Reisjärvi;W;Vedenkorkeus;53.053;Lopetettu;1.4.1912;31.12.1963;Pohjois-Pohjanmaa;11327;;11256;;
2341;5300210;Haapajärvi;W;Vedenkorkeus;53.043;Lopetettu;1.1.1952;31.12.1963;Pohjois-Pohjanmaa;7890;;7822;;
2344;5300500;Raudaskoski;W;Vedenkorkeus;53.032;Lopetettu;1.4.1912;31.12.1978;Pohjois-Pohjanmaa;6517;6478;6440;;
2345;5300510;Raudaskoski;W;Vedenkorkeus;53.032;Lopetettu;1.8.1978;27.8.1979;Pohjois-Pohjanmaa;6498;6459;;;
2346;5300600;Ylivieska;W;Vedenkorkeus;53.022;Lopetettu;14.9.1911;28.2.1981;Pohjois-Pohjanmaa;4903;4862;4824;;
2347;5300700;Alavieska;W;Vedenkorkeus;53.022;Lopetettu;1.1.1913;31.12.1932;Pohjois-Pohjanmaa;4431;;4351;;
2348;5300710;Alavieska;W;Vedenkorkeus;53.022;Lopetettu;1.7.1912;31.12.1979;Pohjois-Pohjanmaa;4431;4389;4351;;
2350;5300800;Tynkä;W;Vedenkorkeus;53.012;Lopetettu;1.1.1911;31.12.1990;Pohjois-Pohjanmaa;1640;1598;1550;;
2351;5301100;Vääräjoki, Rautio;W;Vedenkorkeus;53.091;Lopetettu;29.4.1913;31.12.1993;Pohjois-Pohjanmaa;5018;4976;4930;;
2353;5400110;Pyhäjärvi, etelä;W;Vedenkorkeus;54.044;Lopetettu;24.9.1986;30.4.1992;Pohjois-Pohjanmaa;5018;4976;4930;;
2354;5400120;Kuppaankoski;W;Vedenkorkeus;54.044;Lopetettu;1.1.1937;26.2.1959;Pohjois-Pohjanmaa;5018;4976;4930;;
2356;5400210;Mieluskoski;W;Vedenkorkeus;54.022;Lopetettu;1.9.1979;30.6.1992;Pohjois-Pohjanmaa;8234;8193;;;
2357;5400220;Haapakoski;W;Vedenkorkeus;54.031;Lopetettu;1.9.1993;31.12.1995;Pohjois-Pohjanmaa;41;0;;;
2358;5400300;Napurinkallio;W;Vedenkorkeus;54.012;Lopetettu;22.6.1933;30.4.1971;Pohjois-Pohjanmaa;4262;4220;4183;;
2359;5400400;Pyhänkoski;W;Vedenkorkeus;54.012;Lopetettu;1.1.1912;21.11.1984;Pohjois-Pohjanmaa;3050;3008;;2993;
2362;5700200;Sipola;W;Vedenkorkeus;57.022;Lopetettu;26.10.1935;31.12.1970;Pohjois-Pohjanmaa;5462;5423;5387;;
2364;5700300;Mankila;W;Vedenkorkeus;57.021;Lopetettu;1.11.1935;31.12.1974;Pohjois-Pohjanmaa;4643;4604;4568;;
2370;5900200;Kiantajärvi, Suomussalmi;W;Vedenkorkeus;59.511;Lopetettu;01.01.1896;31.12.1962;Kainuu;19702;19673;19645;;
2371;5900210;Kiantajärvi, Ämmänsaari;W;Vedenkorkeus;59.511;Lopetettu;1.1.1951;31.12.1957;Kainuu;;;18210;;
2373;5900340;Iso Parvajärvi;W;Vedenkorkeus;59.651;Lopetettu;5.2.1976;19.6.2018;Kainuu;20511;20482;;;
2376;5900500;Niemelänjärvi;W;Vedenkorkeus;59.721;Lopetettu;1.4.1951;17.6.1975;Kainuu;20511;20482;;;
2382;5901000;Iijärvi;W;Vedenkorkeus;59.412;Lopetettu;1.1.1947;31.12.1967;Kainuu;13210;13180;;13167;
2388;5901830;Alasjärvi;W;Vedenkorkeus;59.976;Lopetettu;12.10.1976;31.12.1993;Kainuu;18716;18689;;;
2390;5902000;Lammasjärvi;W;Vedenkorkeus;59.912;Lopetettu;01.01.1896;31.12.1940;Kainuu;;;16130;;
2392;5902110;Murtosalmi;W;Vedenkorkeus;59.941;Lopetettu;20.11.1938;31.3.1981;Kainuu;15951;15922;;;
2393;5902200;Ontojärvi, Tervasalmi;W;Vedenkorkeus;59.911;Lopetettu;1.1.1912;31.12.1965;Kainuu;15698;15669;15639;;
2395;5902230;Ontojärvi, Katerma;W;Vedenkorkeus;59.911;Lopetettu;15.11.1950;30.4.1981;Kainuu;57;30;0;;
2396;5902300;Iso-Kiimanen;W;Vedenkorkeus;59.823;Lopetettu;16.7.1910;30.1.1964;Kainuu;13720;13690;13660;;
2398;5902500;Nuasjärvi, itä;W;Vedenkorkeus;59.811;Lopetettu;01.01.1896;15.10.1998;Kainuu;13595;13566;13535;;
2401;5902700;Koivukoski, ylä;W;Vedenkorkeus;59.811;Lopetettu;01.01.1896;31.12.1995;Kainuu;63;;0;;
2402;5902900;Ämmäkoski, ylä;W;Vedenkorkeus;59.331;Lopetettu;01.05.1891;31.12.1912;Kainuu;12703;;12640;;
2403;5903100;Kajaani;W;Vedenkorkeus;59.331;Lopetettu;22.7.1910;31.12.1990;Kainuu;12108;12078;12044;;
2404;5903200;Oulujärvi, Jormua;W;Vedenkorkeus;59.331;Lopetettu;4.6.1938;31.12.1969;Kainuu;12154;12124;12087;;
2406;5903300;Oulujärvi, Vuolijoki;W;Vedenkorkeus;59.321;Lopetettu;1.6.1938;31.12.1963;Kainuu;12160;12127;12092;;
2407;5903320;Oulujärvi, Manamansalo;W;Vedenkorkeus;59.311;Lopetettu;1.1.1970;31.12.1992;Pohjois-Pohjanmaa;12140;12108;;;
2411;5903500;Vaala;W;Vedenkorkeus;59.311;Lopetettu;01.01.1896;19.10.1950;Pohjois-Pohjanmaa;12155;;12083;;
2412;5903530;Alajärvi;W;Vedenkorkeus;59.261;Lopetettu;17.5.1949;31.12.1952;Pohjois-Pohjanmaa;72;;0;;
2413;5904000;Sotkajärvi;W;Vedenkorkeus;59.131;Lopetettu;28.7.1910;31.12.1966;Pohjois-Pohjanmaa;6924;;6855;;
2414;5904200;Muhos;W;Vedenkorkeus;59.112;Lopetettu;16.6.1910;31.12.1961;Pohjois-Pohjanmaa;1115;1077;1043;;
2417;6000160;Auhojärvi;W;Vedenkorkeus;60.083;Lopetettu;11.1.1977;31.12.1993;Kainuu;13561;13527;;;
2419;6000300;Kiiminki;W;Vedenkorkeus;60.011;Lopetettu;1.2.1962;31.8.1991;Pohjois-Pohjanmaa;3655;3615;;3603;
2421;6100110;Poussunjärvi;W;Vedenkorkeus;61.333;Lopetettu;1.1.1961;31.12.1994;Pohjois-Pohjanmaa;24980;24951;;24938;
2422;6100120;Keski-Kero;W;Vedenkorkeus;61.322;Lopetettu;1.1.1961;31.12.1965;Pohjois-Pohjanmaa;23589;23559;;23546;
2424;6100210;Irnijärvi, Runtti;W;Vedenkorkeus;61.313;Lopetettu;1.1.1960;31.12.1964;Pohjois-Pohjanmaa;23368;23337;;23324;
2427;6100240;Kurtinjärvi;W;Vedenkorkeus;61.392;Lopetettu;1.4.1980;30.4.1992;Pohjois-Pohjanmaa;22520;22488;;;
2429;6100310;Kuoliojoki;W;Vedenkorkeus;61.671;Lopetettu;1.1.1965;30.4.1970;Pohjois-Pohjanmaa;22520;22488;;;
2430;6100320;Kuoliojoki;W;Vedenkorkeus;61.671;Lopetettu;4.5.1970;31.12.1990;Pohjois-Pohjanmaa;23725;23693;;;
2432;6100400;Koitijärvi;W;Vedenkorkeus;61.612;Lopetettu;1.10.1955;31.12.1991;Pohjois-Pohjanmaa;32;0;;;
2434;6100610;Naamankajärvi;W;Vedenkorkeus;61.761;Lopetettu;8.8.1960;19.6.2018;Kainuu;17264;17232;;;
2435;6100614;Näljänkäjärvi;W;Vedenkorkeus;61.771;Lopetettu;1.2.1977;31.12.1994;Kainuu;18503;18472;;;
2437;6100630;Korvuanjärvi;W;Vedenkorkeus;61.753;Lopetettu;26.2.1960;18.6.2018;Kainuu;24147;24116;;;
2440;6100900;Kurenalus;W;Vedenkorkeus;61.211;Lopetettu;1.1.1956;12.5.1975;Pohjois-Pohjanmaa;11831;11796;11758;;
2441;6100910;Kurenalus;W;Vedenkorkeus;61.211;Lopetettu;8.10.1975;30.6.1985;Pohjois-Pohjanmaa;11482;11447;;;
2443;6101200;Livojoki, Hanhikoski;W;Vedenkorkeus;61.512;Lopetettu;8.9.1959;31.8.1970;Pohjois-Pohjanmaa;11482;11447;;;
2445;6101400;Kipinä;W;Vedenkorkeus;61.124;Lopetettu;20.9.1955;31.12.1995;Pohjois-Pohjanmaa;9782;9745;;9731;
2447;6101700;Yli-Ii;W;Vedenkorkeus;61.121;Lopetettu;21.9.1959;31.12.1967;Pohjois-Pohjanmaa;3914;3876;;3862;
2448;6101800;Maalismaa;W;Vedenkorkeus;61.121;Lopetettu;1.1.1968;31.12.1991;Pohjois-Pohjanmaa;75;;0;;
2449;6101900;Merikoski;W;Vedenkorkeus;84V107;Lopetettu;1.1.1911;20.6.1971;Pohjois-Pohjanmaa;570;531;493;;
2451;6300200;Kuivaniemi;W;Vedenkorkeus;63.011;Lopetettu;1.1.1912;31.12.1979;Pohjois-Pohjanmaa;439;399;361;;
2454;6400300;Portimonsalmi;W;Vedenkorkeus;64.033;Lopetettu;3.5.1961;31.12.1995;Lappi;14098;14062;;14048;
2456;6400400;Simo;W;Vedenkorkeus;64.012;Lopetettu;10.4.1912;31.12.1963;Lappi;753;;676;;
2459;6500240;Angeljoki;W;Vedenkorkeus;65.929;Lopetettu;13.10.1976;31.12.1988;Lappi;31;;;0;
2464;6500500;Kitinen, Kairala;W;Vedenkorkeus;65.812;Lopetettu;19.8.1921;31.12.1960;Lappi;;;14690;;
2465;6500510;Kitinen, Kokkosniva;W;Vedenkorkeus;65.813;Lopetettu;22.3.1959;31.12.1989;Lappi;14970;14938;;14924;
2470;6501500;Yli-Suolijärvi;W;Vedenkorkeus;65.393;Lopetettu;6.4.1948;31.12.1959;Lappi;72;40;0;;
2472;6501600;Ala-Suolijärvi;W;Vedenkorkeus;65.392;Lopetettu;2.4.1948;29.8.1973;Lappi;72;40;0;;
2477;6502011;Kemijärvi, Luusua;W;Vedenkorkeus;65.311;Lopetettu;1.1.1950;31.12.1965;Lappi;14617;14584;14550;;
2479;6502040;Lautasalmi;W;Vedenkorkeus;65.311;Lopetettu;12.3.1954;31.12.1964;Lappi;14579;14546;;14532;
3905;6501510;Yli-Suolijärvi;W;Vedenkorkeus;65.393;Lopetettu;1.5.1959;30.6.1976;Lappi;72;40;0;;
3860;4200435;Jouttikoski, Testiasema;W;Vedenkorkeus;42.072;Lopetettu;7.4.2021;5.5.2021;Etelä-Pohjanmaa;53;;;0;
3816;2701400;Paimion Vähäjoki;W;Vedenkorkeus;27.014;Lopetettu;22.1.2020;17.10.2025;Varsinais-Suomi;0;;;;
2489;6502150;Juottaan tekojärvi;W;Vedenkorkeus;65.271;Lopetettu;1.1.1970;30.9.2015;Lappi;;;12000;;
2490;6502200;Viiri;W;Vedenkorkeus;65.212;Lopetettu;15.8.1918;31.12.1967;Lappi;;;7707;;
2493;6502500;Olkkajärvi;W;Vedenkorkeus;65.712;Lopetettu;1.11.1949;31.12.1969;Lappi;;;9705;;
2500;6503400;Ounasjoki,;W;Vedenkorkeus;65.523;Lopetettu;27.11.1940;31.12.1964;Lappi;;;9705;;
2503;6503700;Ounasjoki, Marraskoski;W;Vedenkorkeus;65.521;Lopetettu;1.1.1919;31.10.1970;Lappi;8695;8660;8620;;
2505;6503800;Ounaskoski, ylä;W;Vedenkorkeus;65.211;Lopetettu;9.2.1935;28.2.1996;Lappi;7148;7112;7073;;
2508;6504030;Rautionsuvanto;W;Vedenkorkeus;65.131;Lopetettu;15.4.1946;31.12.1965;Lappi;6042;6005;5966;;
2511;6504080;Narkauskoski, ylä;W;Vedenkorkeus;65.121;Lopetettu;14.9.1940;29.12.1963;Lappi;;;3454;;
2512;6504088;Narkauskoski, ylä;W;Vedenkorkeus;65.121;Lopetettu;1.1.1971;30.4.1977;Lappi;52;;;0;
2514;6504222;Ossauskoski, ala;W;Vedenkorkeus;65.112;Lopetettu;1.1.1968;31.12.1970;Lappi;52;14;;0;
2516;6504244;Paakkola;W;Vedenkorkeus;65.112;Lopetettu;21.9.1949;19.1.1963;Lappi;1974;1934;;1920;
2517;6504250;Taivalkoski, ylä;W;Vedenkorkeus;65.112;Lopetettu;27.9.1940;30.11.1967;Lappi;1736;1696;1659;;
2520;6504420;Isohaara, ala;W;Vedenkorkeus;65.111;Lopetettu;1.1.1970;29.2.1992;Lappi;55;;;0;
2523;6700300;Könkämäeno, Ropinsalmi;W;Vedenkorkeus;67.67;Lopetettu;1.7.1971;31.12.1990;Lappi;39740;;;39720;39735
2524;6700400;Könkämäeno, Luspajärämä;W;Vedenkorkeus;67.61;Lopetettu;1.7.1971;31.12.1990;Lappi;36167;;;36144;36159
2525;6700420;Rommaeno;W;Vedenkorkeus;67.761;Lopetettu;1.7.1971;31.8.1977;Lappi;44956;;;44938;44953
2526;6700440;Poroeno, Munnikurkkio;W;Vedenkorkeus;67.73;Lopetettu;1.7.1971;31.5.1979;Lappi;44926;;;44907;44922
2527;6700500;Muonionjoki, Kaaresuvanto;W;Vedenkorkeus;67.531;Lopetettu;26.8.1958;22.10.1963;Lappi;31954;31931;;31917;
2529;6700540;Palojoki;W;Vedenkorkeus;67.571;Lopetettu;1.7.1971;30.6.1992;Lappi;27301;;;27273;
2530;6700600;Muonionjoki, Kätkäsuvanto;W;Vedenkorkeus;67.431;Lopetettu;1.7.1971;30.11.1989;Lappi;24232;;;24203;24218
2531;6700700;Jerisjärvi;W;Vedenkorkeus;67.473;Lopetettu;12.9.1938;12.8.2015;Lappi;25731;25705;;;
2533;6701000;Äkäsjoensuu;W;Vedenkorkeus;67.341;Lopetettu;4.9.1958;30.6.1992;Lappi;;;;;15340
2534;6701100;Ylläsjoki;W;Vedenkorkeus;67.371;Lopetettu;24.9.1960;31.12.1972;Lappi;;;;;15340
2537;6701600;Kattilakoski;W;Vedenkorkeus;67.211;Lopetettu;1.9.1937;31.12.1964;Lappi;;;5619;;5659
2542;6702000;Portimojärvi;W;Vedenkorkeus;67.912;Lopetettu;28.4.1936;31.7.1986;Lappi;6189;6150;6115;;
2543;6702010;Törmäslompolo;W;Vedenkorkeus;67.913;Lopetettu;1.1.1961;30.6.1988;Lappi;38;0;;-14;
2545;6702020;Lohijärvi;W;Vedenkorkeus;67.922;Lopetettu;1.1.1963;31.12.1984;Lappi;;;0;;
2546;6702100;Vuennonkoski;W;Vedenkorkeus;67.131;Lopetettu;1.1.1960;31.12.1990;Lappi;4256;4216;;4202;
2549;6702300;Liakanjoki;W;Vedenkorkeus;67.111;Lopetettu;14.9.1958;31.12.1993;Lappi;655;614;;;
2550;6702510;Tornio;W;Vedenkorkeus;67.111;Lopetettu;1.1.1938;31.12.1995;Lappi;-26;-67;-104;;
2558;7101000;Ukonjärvi;W;Vedenkorkeus;71.111;Lopetettu;23.7.1951;31.12.1995;Lappi;21;;;0;
2560;7101300;Ivalojoki, Toloskoski;W;Vedenkorkeus;71.413;Lopetettu;1.8.1921;31.12.1980;Lappi;;;;;12490
2563;7101600;Inari, Kessivuono;W;Vedenkorkeus;71.111;Lopetettu;24.7.1925;29.2.1980;Lappi;11678;11659;11632;;
2566;7101900;Paatsjoki, Teproköngäs;W;Vedenkorkeus;71;Lopetettu;1.1.1944;30.4.1951;Lappi;11678;11659;11632;;
2567;7200100;Yli-Nuortti;W;Vedenkorkeus;72.044;Lopetettu;1.1.1987;31.5.1992;Lappi;11678;11659;11632;;
2572;7300230;Yli-Kitka, Honkasalmi;W;Vedenkorkeus;73.025;Lopetettu;26.8.1986;31.12.1993;Lappi;23990;23959;;;
2573;7300300;Ylä-Juumajärvi;W;Vedenkorkeus;73.022;Lopetettu;1.1.1968;30.6.1992;Pohjois-Pohjanmaa;22224;22195;;;
2574;7301100;Vuotunki;W;Vedenkorkeus;73.042;Lopetettu;1.1.1963;31.12.1995;Pohjois-Pohjanmaa;;;0;;
2576;7301800;Suininki;W;Vedenkorkeus;73.043;Lopetettu;1.7.1971;31.12.1993;Pohjois-Pohjanmaa;25128;25099;25071;;
2577;7400200;Kuusamojärvi;W;Vedenkorkeus;74.031;Lopetettu;1.1.1938;31.12.1996;Pohjois-Pohjanmaa;25222;25193;25160;;
2579;8203000;Lemström;W;Vedenkorkeus;94.11;Lopetettu;1.1.1970;31.12.1988;Ahvenanmaa;25222;25193;25160;;
2610;5900181;Hamppusperä;W;Vedenkorkeus;59.541;Lopetettu;31.12.1980;30.11.2007;Kainuu;21304;21273;;21260;
2611;5900182;Itäjärvi;W;Vedenkorkeus;59.546;Lopetettu;31.12.1980;22.8.2005;Kainuu;21893;21863;;;
2612;5900183;Pieni-Pesiöjärvi;W;Vedenkorkeus;59.542;Lopetettu;30.3.1981;22.8.2005;Kainuu;21379;21348;;;
2613;5900184;Mustajärvi;W;Vedenkorkeus;59.543;Lopetettu;31.12.1980;31.8.2005;Kainuu;22244;22213;;;
2614;5900185;Lapinlampi;W;Vedenkorkeus;59.542;Lopetettu;31.12.1980;30.11.2007;Kainuu;21597;21566;;21553;
2615;5900186;Vaatojärvi;W;Vedenkorkeus;59.541;Lopetettu;30.11.1980;1.8.2001;Kainuu;21599;21569;;21556;
2616;5900187;Rapuanlampi;W;Vedenkorkeus;59.544;Lopetettu;27.1.1990;31.12.2009;Kainuu;24167;24136;;24123;
2617;5900188;Tuomijoki;W;Vedenkorkeus;59.544;Lopetettu;17.4.1991;22.8.2005;Kainuu;21446;21415;;;
2618;5902131;Alajärvi;W;Vedenkorkeus;59.991;Lopetettu;2.4.1984;9.2.1994;Kainuu;16786;16758;;;
2619;5900101;Iijärvi;W;Vedenkorkeus;59.531;Lopetettu;15.1.1991;23.5.1993;Pohjois-Pohjanmaa;21751;;;21708;
2620;5901301;Iivantiira;W;Vedenkorkeus;59.922;Lopetettu;3.4.1984;16.8.1984;Kainuu;17338;17310;;;
2621;5902281;Iso-tipasjärvi;W;Vedenkorkeus;59.853;Lopetettu;14.12.1982;30.11.1985;Kainuu;19287;19259;;;
2622;5901601;Juolunkajärvi;W;Vedenkorkeus;59.952;Lopetettu;30.12.1988;19.12.1991;Kainuu;18488;18460;;;
2623;5902121;Jämäsjärvi;W;Vedenkorkeus;59.981;Lopetettu;3.4.1984;15.8.1984;Kainuu;17054;;;17015;
2624;5901121;Kaihlanen;W;Vedenkorkeus;59.342;Lopetettu;20.10.1988;3.11.1999;Pohjois-Pohjanmaa;12889;12856;;12842;
2625;5901611;Kaurojärvi;W;Vedenkorkeus;59.953;Lopetettu;4.1.1989;1.12.1991;Kainuu;18859;18831;;;
2626;5901401;Luulajanjärvi;W;Vedenkorkeus;59.962;Lopetettu;4.4.1984;15.8.1984;Kainuu;18096;18069;;;
2627;5902541;Särämäjärvi;W;Vedenkorkeus;59.813;Lopetettu;19.12.1990;22.9.1993;Kainuu;13728;13698;;;
2628;5901612;Veräinen;W;Vedenkorkeus;59.953;Lopetettu;10.1.1989;8.12.1991;Kainuu;18860;18832;;;
2629;5900189;Heinäjoki;W;Vedenkorkeus;59.545;Lopetettu;11.6.1993;30.6.2003;Kainuu;21483;21452;;;
2630;5901211;Mainuanjärvi;W;Vedenkorkeus;59.371;Lopetettu;2.1.1955;30.5.1983;Kainuu;13756;;;13713;
2631;5903441;Paatinjärvi;W;Vedenkorkeus;59.265;Lopetettu;8.2.1989;13.1.2001;Pohjois-Pohjanmaa;14037;14003;;;
2632;6000111;Ristijärvi;W;Vedenkorkeus;60.052;Lopetettu;7.2.1985;31.12.1994;Kainuu;15027;14994;;;
2633;6000112;Vihajärvi;W;Vedenkorkeus;60.053;Lopetettu;3.2.1987;29.12.1994;Kainuu;15086;15053;;;
2634;6100641;Askanjärvi;W;Vedenkorkeus;61.782;Lopetettu;14.7.1988;27.12.1992;Kainuu;17121;;;17074;
2635;6100602;Harjajärvi;W;Vedenkorkeus;61.762;Lopetettu;13.7.1988;12.5.1993;Kainuu;18811;;;18767;
2636;6100612;Hietajärvi;W;Vedenkorkeus;61.732;Lopetettu;20.7.1988;8.5.1993;Kainuu;20915;;;20870;
2637;6100604;Jokijärvi;W;Vedenkorkeus;61.762;Lopetettu;5.7.1988;15.12.1992;Kainuu;17404;;;17360;
2638;6100603;Kaihlanen;W;Vedenkorkeus;61.762;Lopetettu;5.7.1988;15.12.1992;Kainuu;17540;;;17496;
2639;6100601;Leväjärvi;W;Vedenkorkeus;61.762;Lopetettu;13.7.1988;12.5.1993;Kainuu;19474;;;19430;
2640;6100611;Lylyjärvi;W;Vedenkorkeus;61.732;Lopetettu;6.7.1988;7.5.1993;Kainuu;20347;;;20302;
2652;8201000;Myllyjärvi;W;Vedenkorkeus;82.058;Lopetettu;26.1.1988;28.1.2011;Varsinais-Suomi;1601;1571;;;
2653;3509330;Loimijoki, Tammiaisten silta;W;Vedenkorkeus;35.914;Lopetettu;10.4.1969;29.6.2002;Varsinais-Suomi;6428;6397;;;
2655;3509340;Loimijoki, Tamareen silta;W;Vedenkorkeus;35.914;Lopetettu;19.12.1960;31.1.2011;Satakunta;6423;6392;;;
2656;8300200;Kaljasjärvi;W;Vedenkorkeus;83.012;Lopetettu;9.10.1980;31.10.2010;Varsinais-Suomi;1554;1521;;;
2657;3100100;Elijärvi;W;Vedenkorkeus;31.003;Lopetettu;15.9.1960;31.12.2009;Varsinais-Suomi;5424;5394;;;
2665;3600330;Ruokojärvi;W;Vedenkorkeus;36.027;Lopetettu;1.1.1972;22.12.2020;Satakunta;7548;7512;;;
2666;3600900;Hirvijärvi;W;Vedenkorkeus;36.062;Lopetettu;1.1.1963;26.12.2009;Satakunta;4371;4333;;;
2668;3600210;Karvianjoki,Vahokoski, Kuusela;W;Vedenkorkeus;36.033;Lopetettu;1.1.1967;10.11.2009;Satakunta;11295;11258;;;
2673;3509710;Vesikoski;W;Vedenkorkeus;35.922;Lopetettu;1.1.2000;31.12.2005;Varsinais-Suomi;30;0;;;
2676;4600100;Purmojärvi;W;Vedenkorkeus;46.041;Lopetettu;5.2.1983;21.12.1998;Etelä-Pohjanmaa;41;0;;;
2695;4400130;Kauhajärvi;W;Vedenkorkeus;44.063;Lopetettu;24.4.1961;29.12.1974;Etelä-Pohjanmaa;53;;;0;
2698;4400111;Rantatöysänjärvi, mt.silta;W;Vedenkorkeus;44.071;Lopetettu;1.3.1963;31.12.2005;Etelä-Pohjanmaa;50;;;0;
2717;4900210;Halsuanjoki, Lehtomaan silta;W;Vedenkorkeus;49.032;Lopetettu;1.1.1989;30.9.1996;Keski-Pohjanmaa;52;;;0;
2738;4200412;Seinäjoki, Seinäjoen pato;W;Vedenkorkeus;42.071;Lopetettu;5.9.2002;17.10.2015;Etelä-Pohjanmaa;52;;;0;
2765;101100;Jänisjoki, Saario, ylä;W;Vedenkorkeus;1.012;Lopetettu;1.1.1965;31.8.2007;Pohjois-Karjala;7919;7900;;;
2767;101000;Jänisjoki, Vihtakoski, ylä;W;Vedenkorkeus;1.013;Lopetettu;1.1.1965;31.8.2007;Pohjois-Karjala;8820;8800;;;
2770;100300;Konnunniemenkoski y;W;Vedenkorkeus;1.031;Lopetettu;1.6.1977;6.11.1998;Pohjois-Karjala;10981;10960;;;
2790;405111;Täitimenjärvi;W;Vedenkorkeus;4.318;Lopetettu;11.4.1939;25.7.2012;Pohjois-Karjala;21;0;-7;;
2792;404510;Jukajärvi;W;Vedenkorkeus;4.337;Lopetettu;5.4.1948;31.5.2005;Pohjois-Karjala;9781;9758;9745;;
2797;404990;Suu-Särki;W;Vedenkorkeus;4.353;Lopetettu;16.12.1957;22.12.2005;Pohjois-Karjala;25;0;;;
2798;404991;Kaitalampi;W;Vedenkorkeus;4.353;Lopetettu;16.12.1957;22.12.2005;Pohjois-Karjala;25;0;;;
2799;408530;Särkiselkä;W;Vedenkorkeus;4.726;Lopetettu;4.1.1999;22.12.2005;Pohjois-Karjala;25;0;;;
2805;405115;Särkijärvi;W;Vedenkorkeus;4.376;Lopetettu;23.4.1969;16.6.2004;Pohjois-Karjala;8653;8632;8625;;
2817;401130;Saramojoki, Louhikoski;W;Vedenkorkeus;4.473;Lopetettu;1.4.2003;31.8.2021;Pohjois-Karjala;8653;8632;8625;;
2820;401520;Viekijärvi;W;Vedenkorkeus;4.482;Lopetettu;1.2.1991;18.8.2004;Pohjois-Karjala;9326;9300;;;
2822;408540;Kolmikanta;W;Vedenkorkeus;4.726;Lopetettu;30.12.1957;29.12.1993;Pohjois-Karjala;25;0;;;
1723;101410;Sääperi;W;Vedenkorkeus;1.011;Lopetettu;6.1.1980;31.12.1993;Pohjois-Karjala;6419;6400;;;
1726;300200;Iso-Kivijärvi;W;Vedenkorkeus;3.021;Lopetettu;1.1.1913;31.12.1939;Etelä-Karjala;6892;;6867;;
1727;300300;Pieni-Kivijärvi;W;Vedenkorkeus;3.021;Lopetettu;1.1.1914;31.12.1934;Etelä-Karjala;6915;;6890;;
1728;300400;Kokkolanjoki;W;Vedenkorkeus;3.011;Lopetettu;27.6.1931;31.8.1944;Etelä-Karjala;1214;;1210;;
1729;400400;Lieksanjoki, Kokkojärvi;W;Vedenkorkeus;4.492;Lopetettu;1.1.1969;31.5.1992;Pohjois-Karjala;13864;13840;;;
1730;400500;Jongunjoki, Kattilalampi;W;Vedenkorkeus;4.431;Lopetettu;1.1.1917;30.6.1963;Pohjois-Karjala;13864;13840;;;
1731;400510;Jongunjoki, Viitakoski;W;Vedenkorkeus;4.432;Lopetettu;15.11.1963;31.12.1972;Pohjois-Karjala;10384;10358;10331;;
1734;400620;Lieksanjoki, Pankakoski, Niska;W;Vedenkorkeus;4.423;Lopetettu;1.1.1952;31.10.2015;Pohjois-Karjala;11043;11018;11000;;
1736;400650;Lieksanjoki, Pankakoski, ylä;W;Vedenkorkeus;4.423;Lopetettu;1.1.1971;31.12.1995;Pohjois-Karjala;43;;0;;
1737;400700;Pankajärvi, Petronkoski;W;Vedenkorkeus;4.423;Lopetettu;28.9.1911;31.12.1952;Pohjois-Karjala;11437;;11394;;
